common_voice_en_217026.wav,a man performs tricks on a dirt ramp on a green bike
common_voice_en_18723966.wav,the lyrics are by maurice albert thiriet
common_voice_en_18748353.wav,metastasio lived with bulgarelli and her husband in rome
common_voice_en_191580.wav,looking for the saga called the scofflaw
common_voice_en_18781946.wav,ned and laura marry a few days later
common_voice_en_18539227.wav,it's embarrassing to admit but that's me in the picture
common_voice_en_18319978.wav,i have been robbed sir i amended
common_voice_en_216009.wav,shirtless man skateboards down a sunny roadside
common_voice_en_18836697.wav,shadows' vocal style has evolved significantly over the years
common_voice_en_539045.wav,a group of asian young adults are gathered in a classroom setting
common_voice_en_539041.wav,a young pigtailed girl is swinging her bat at a ball on a post
common_voice_en_18734590.wav,the theater maintains the military patriotic tendency and realistic style
common_voice_en_18851656.wav,there are two possible origins for the name of the city
common_voice_en_18655445.wav,‘open the bag!’ he whispered
common_voice_en_18715597.wav,the mitochondria have tubular cristae
common_voice_en_18715627.wav,the movement is part of a broader māori renaissance
common_voice_en_18793891.wav,the town of petrovaradin is the seat of petrovaradin municipality
common_voice_en_188431.wav,add this c j chenier album to my this is no te va gustar playlist
common_voice_en_18733404.wav,the unincorporated community of fisher is near the center of the township
common_voice_en_543589.wav,a male standing in the mountains holding a gun
common_voice_en_18429751.wav,i'm writing my essay on municipal internet
common_voice_en_208062.wav,a chef is preparing a meal in a professional kitchen
common_voice_en_18862540.wav,his father taught him to play the violin
common_voice_en_18717230.wav,lyrics and screenplay were written by howard schuman
common_voice_en_18708638.wav,advertising is shared with its sister title the northumberland gazette
common_voice_en_18831746.wav,halabi and his followers supported mohammad mosaddegh
common_voice_en_18831828.wav,mykhailo verbytsky was born in the nadsyannya
common_voice_en_18733690.wav,at that time the committee consisted of just twenty two universities and university colleges
common_voice_en_18714763.wav,note that name origin and terminus of some lines are changed with numbering scheme
common_voice_en_18566871.wav,she ran to the cloak room and came back again with her cloak
common_voice_en_18902272.wav,analytical methods are available to determine phytoestrogen content in plants and food
common_voice_en_18841350.wav,it is also the location of an archaeological site
common_voice_en_18841412.wav,it handles large image data sets
common_voice_en_18878202.wav,bankislami pakistan limited made a public offering of rs
common_voice_en_18733546.wav,jerseyville is located nearby
common_voice_en_45973.wav,please find me the platinum box ii song
common_voice_en_18344307.wav,i exported the model in json format
common_voice_en_18783359.wav,he was cast as the eldest sibling chuck cunningham on happy days
common_voice_en_18783396.wav,iris is somewhat slower than her father because of her young age
common_voice_en_18783399.wav,he grew up in tondo manila
common_voice_en_18783480.wav,the radio edit is eight seconds shorter than the album version
common_voice_en_18733140.wav,he was an accomplished zoologist and paleontologist as well as an ordained presbyterian minister
common_voice_en_18730017.wav,more than most heruy saw similarities between japan and ethiopia
common_voice_en_18875781.wav,three points is the equivalent of a goal
common_voice_en_18875785.wav,one views x as suspended between the end points
common_voice_en_18875800.wav,thus bhutan doesn't have an independence day because it was never under anyone's rule
common_voice_en_18875798.wav,all songs written by saul williams except where noted
common_voice_en_18875808.wav,these characteristics make it ideal for feeding to infants and the elderly
common_voice_en_18849792.wav,reggie and sam then go shopping at a mall
common_voice_en_18849868.wav,hooper since has not been active in the motion picture industry
common_voice_en_18849909.wav,his songs can often be heard on popular radio stations across yorubaland
common_voice_en_18849829.wav,it is the third largest county in minnesota by land area
common_voice_en_18849849.wav,when this is passed through the same smoothing system the output is zero
common_voice_en_18849911.wav,joseph w luter sr's first job was at a local meat packing plant
common_voice_en_18849927.wav,eight warships of the royal navy have also been named after him
common_voice_en_18849800.wav,brookfield's renewable power assets include hydroelectric power plants and wind power assets
common_voice_en_18849924.wav,he has degrees in journalism and mathematics from universities in grenoble and paris
common_voice_en_18849968.wav,so the meaning is probably 'oak tree hamlet'
common_voice_en_18849987.wav,along the north east side is the connected but walled off plymouth jewish cemetery
common_voice_en_18882522.wav,iranian officials blamed the country's poor aviation record on the sanctions
common_voice_en_491247.wav,add the tune to my women of latin music playlist
common_voice_en_18727566.wav,originally may week took place in the week during may before year end exams began
common_voice_en_18728934.wav,praemunire in classical latin means to fortify
common_voice_en_18832707.wav,his management style made him unpopular with lab scientists
common_voice_en_18623766.wav,lastly it was no one and i was no one
common_voice_en_18679059.wav,in germany he reorganized the shevchenko scientific society as an émigré institution
common_voice_en_18890474.wav,in the first anime adaptation zoisite is kunzite's lover
common_voice_en_18771663.wav,he represented the republic of ireland at international level
common_voice_en_18771681.wav,a prominent song was  zindagi hai pyar se pyar se bitaye ja
common_voice_en_18771668.wav,lindemann commanded the corps during the advance towards leningrad
common_voice_en_18718128.wav,ross was born in arecibo puerto rico
common_voice_en_18840602.wav,janney has remained active in theater
common_voice_en_18657917.wav,but i longed so much to see you my dear mr george
common_voice_en_18734088.wav,instant feedback is received via web or mobile
common_voice_en_18528900.wav,a machine learning model will need to be retrained to avoid decay
common_voice_en_543264.wav,book me a reservation for twenty two faraway from our place
common_voice_en_543275.wav,find me the tv show we lived for estonia
common_voice_en_18586668.wav,i was not prepared for it
common_voice_en_18593567.wav,in the end they triumphed over the other team
common_voice_en_18758153.wav,ibn masawayh apparently attracted considerable audiences having acquired a reputation for repartee
common_voice_en_18755258.wav,the standards and upkeep of rest areas facilities vary
common_voice_en_599234.wav,two men walking past a mural of a car
common_voice_en_18723315.wav,you can call or put in american bermudan or european exercise style
common_voice_en_18723313.wav,balonne shire council operates a library in william street
common_voice_en_18723394.wav,a war cemetery exists in their memory
common_voice_en_18723410.wav,his poetry is beautiful and expresses the deep things of the spirit
common_voice_en_18723401.wav,god was there every single time every single time
common_voice_en_18723407.wav,the fourth big dish is either sweet vegetables or soup
common_voice_en_18723572.wav,his reputation was building fast and he started selling out shows in smaller venues
common_voice_en_18723780.wav,mcmillan was defeated by democrat lane evans in november
common_voice_en_43484.wav,people outside in a field harvesting something
common_voice_en_43494.wav,a man and woman are birdwatching
common_voice_en_18709243.wav,skarsgård designated stormare the godfather to his son gustaf
common_voice_en_18799129.wav,after ishidate petrifies shadabada naruto uses the crescent moon rasengan to defeat ishidate
common_voice_en_18732434.wav,russian diplomats spent significant funds on diplomacy and propaganda
common_voice_en_18753044.wav,the north western part is called bull point but is normally included in the area
common_voice_en_18753102.wav,the italian terraces with their sculptures survive from the destroyed crystal palace
common_voice_en_582711.wav,a woman proudly shows off a decorative lamp
common_voice_en_18650196.wav,this otorhinolaryngologist treated my hearing problems
common_voice_en_18553310.wav,what could have divided you
common_voice_en_18553329.wav,'counsel’s office’ replied the executor in a whisper
common_voice_en_18672204.wav,ludwig van beethoven dedicated his ouverture op
common_voice_en_18672353.wav,independent andrzej olechowski came second beating solidarity candidate krzaklewski into third place
common_voice_en_18540052.wav,you're not one of the weak legged ones you ain't
common_voice_en_18540049.wav,the breath was struck out of her body
common_voice_en_18541332.wav,what could i ever do but thank him!
common_voice_en_18541292.wav,as it turns out the wedding is not today
common_voice_en_18541666.wav,that is a quote from a famous parable
common_voice_en_18546631.wav,domestic violence should not be tolerated
common_voice_en_18546652.wav,my guardian asked him what he meant
common_voice_en_18840479.wav,battles are similar to those of the previous grandia games
common_voice_en_18841343.wav,simple programs are capable of a remarkable range of behavior
common_voice_en_18840525.wav,a famous sangharama was that of kukkutarama in pataliputra
common_voice_en_18841395.wav,he graduated from the university of southern california's school of cinema television
common_voice_en_18841427.wav,he was born in stotfield lossiemouth morayshire
common_voice_en_691872.wav,the dog with the red collar is bearing its teeth at the dog with the blue collar
common_voice_en_691885.wav,a man in a red shirt sits at a table with a glass of water
common_voice_en_18850945.wav,it's razzle dazzle of a random sort but it works
common_voice_en_18850848.wav,nine of these light cruisers would be rebuilt as light aircraft carriers
common_voice_en_18851449.wav,it is also known as the yalong bay national resort
common_voice_en_18846655.wav,home published prolifically on human and animal anatomy
common_voice_en_18738974.wav,elkanah settle signed the dedication to the duchess of albemarle
common_voice_en_18708772.wav,the sheet is then dried under pressure
common_voice_en_18708854.wav,this decisive action helped put matters to rest
common_voice_en_18686946.wav,knox is part of regional school unit no
common_voice_en_18605862.wav,he was referred to the hospital
common_voice_en_18605884.wav,would you mind describing him to me
common_voice_en_18605911.wav,it was a breath of relief
common_voice_en_18849785.wav,draper also wrote many articles for the various magazines of his time
common_voice_en_18849932.wav,the subdivision is located near the high school on the northeast side of town
common_voice_en_18850144.wav,cheap metal plates which are the most durable remain common in the developing world
common_voice_en_18849963.wav,the climate is temperate and semi moist with most rain in the summer
common_voice_en_18850150.wav,areas with very little to no vegetation are the primary target
common_voice_en_18850221.wav,good weekend is edited by amelia lester
common_voice_en_18850239.wav,the headquarters was in georgetown
common_voice_en_18850318.wav,this is not always the case however
common_voice_en_18850278.wav,three years later he moved with his family to rome
common_voice_en_18850302.wav,it is in the south west of the country and its capital was fier
common_voice_en_18850427.wav,franklin native kenny perry was the runner up in the event's final sudden death playoff
common_voice_en_18850629.wav,general edward hatch and a brigade under colonel horace capron
common_voice_en_18850551.wav,this class includes also the abbreviations for the names of most sees
common_voice_en_18850616.wav,there are also many old wooden houses in the city
common_voice_en_18850617.wav,they gave him the name n'chaka meaning the man without a tribe
common_voice_en_18850662.wav,the powerfully built centre joined the eastern suburbs club straight out of school
common_voice_en_18850739.wav,the whiteman family established mussel pool as a picnic area for their employees
common_voice_en_18747138.wav,among women incidents of acephalgic migraine increase during perimenopause
common_voice_en_18730174.wav,they are responsible for setting salaries the annual budget and special spending
common_voice_en_18730210.wav,division can be viewed either as quotition or as partition
common_voice_en_18842138.wav,the group disbanded after this single
common_voice_en_18842153.wav,four of the six experimental aircraft were lost to accidents
common_voice_en_18928214.wav,her brother is also a world class swimmer
common_voice_en_18844518.wav,the length of the articles varies
common_voice_en_18844525.wav,aldicarb is a cholinesterase inhibitor which prevents the breakdown of acetylcholine in the synapse
common_voice_en_18641829.wav,academics wish for their work to be recognized and attributed
common_voice_en_18699664.wav,cakile species grow as annual plants with an erect or decumbent stem
common_voice_en_18699752.wav,schaech wrote his first book titled rick dempsey's caught stealing
common_voice_en_18709061.wav,it is unrivaled in its breadth of coverage and its insight
common_voice_en_18563769.wav,misdiagnoses could result in mistreatment
common_voice_en_18818582.wav,the song is a high thin pit seet seet seet seet and the call is a sharp tsip
common_voice_en_18907760.wav,he was diagnosed with hallucinations and paranoia
common_voice_en_18592309.wav,do you dread a particular person
common_voice_en_18592361.wav,to constrain content piracy digital rights management technology was introduced
common_voice_en_18713765.wav,nakatsu's mt
common_voice_en_18844696.wav,giresun has a high and evenly distributed precipitation throughout the year
common_voice_en_545679.wav,a child runs near some trees
common_voice_en_545700.wav,two woman are sitting at a table working with clay
common_voice_en_545775.wav,a light brown dog is playing in front of two spotted cows
common_voice_en_18707156.wav,however emeralds a b cetc
common_voice_en_18732157.wav,gondwanatitan had vertebral lateral fossae that resembled shallow depressions
common_voice_en_18842844.wav,i would like to focus on the things i would do he said
common_voice_en_18724836.wav,goguryeo's third king daemusin attacked dongbuyeo and killed daeso
common_voice_en_18705097.wav,this article illustrates some typical applications of operational amplifiers
common_voice_en_18563102.wav,my knowledge of human nature tells me it will work
common_voice_en_18851980.wav,piranhea is native to south america and to mexico
common_voice_en_18852062.wav,alexandre was born in rouen france
common_voice_en_18714526.wav,other elected officials include clerk treasurer sheriff assessor and prosecutor
common_voice_en_18723172.wav,his work also has implications for substance abuse disorders
common_voice_en_18723785.wav,psychotherapy has focused understandably on pathology
common_voice_en_18845892.wav,sangeetha sabha constructed purandhara bhavan which promotes performing arts theater and drama
common_voice_en_18666633.wav,c sharp is a programming language
common_voice_en_18708924.wav,symmetrical stretches and bends however tend to be raman active
common_voice_en_18706045.wav,the first side read:  while the second side read:
common_voice_en_593072.wav,i want to book a indonesian brasserie far from savoonga on february eleventh
common_voice_en_18725537.wav,slavers was written by sean k reynolds and chris pramas
common_voice_en_18726189.wav,to assist the elderly and disabled many routes have low floor buses
common_voice_en_18726678.wav,he trained at the bristol old vic theatre school
common_voice_en_18726787.wav,the library became a focal point to the burgeoning harlem renaissance
common_voice_en_18727002.wav,his stablemaster onoe oyakata commented all wrestlers have their unique personalities
common_voice_en_18664663.wav,then he wouldn't have got himself into these troubles
common_voice_en_18353767.wav,he deluged me overwhelmed me with argument
common_voice_en_18693512.wav,iolo morganwg adds saint cenydd to the list
common_voice_en_18757082.wav,subspecies bachmani macrorhinus and virgulti are less geographically restricted
common_voice_en_18866759.wav,civil war ensues culminating in peter pevensie defeating miraz in a duel
common_voice_en_18866760.wav,twenty plutonium radioisotopes have been characterized
common_voice_en_18866786.wav,mackinac pipes were specifically engineered to withstand the straits' brutal underwater environment
common_voice_en_18866862.wav,there are still no mainstream female qawwals
common_voice_en_18866902.wav,existentialism feminism and simone de beauvoir
common_voice_en_18777915.wav,this demand was viewed as detrimental by the sunni religious leaders
common_voice_en_18639921.wav,i deiced the car this morning
common_voice_en_18667515.wav,ricardo stared at his friend
common_voice_en_18671610.wav,collusion is evidenced in many ways
common_voice_en_18706777.wav,cruise control power steering and air conditioning were optional
common_voice_en_18707384.wav,service is provided daily from early morning to late evening
common_voice_en_18707382.wav,it is expected that future governors general will serve in this position
common_voice_en_18707428.wav,after a stellar career at joliet junior college mitchell transferred to texas tech
common_voice_en_18707490.wav,herculaneum city park located on south joachim avenue is the largest park in herculaneum
common_voice_en_18707577.wav,there are only three new world phyllostomid bats of comparable size
common_voice_en_18632017.wav,the impact of a drought on a society
common_voice_en_18632268.wav,and now i will ask you a question in return
common_voice_en_18670604.wav,the website is also supported by martin lewis' moneysavingexpertcom website
common_voice_en_18316601.wav,shall we go up in the lift or shall we take the escalator
common_voice_en_18316719.wav,i have no idea replied philip
common_voice_en_18342074.wav,the land exchanged its austere robes for the garb of a smiling wanton
common_voice_en_18670981.wav,karp d r et al
common_voice_en_18561004.wav,he had been guilty of a clumsiness — even he
common_voice_en_18843236.wav,future interim prime minister hugh watt became nordmeyer's deputy leader
common_voice_en_18675627.wav,gopi also worked in tamil film i as dr vasudevan
common_voice_en_586902.wav,please add this artist to todo novedadelawares
common_voice_en_18722359.wav,the fields contain either bituminous coal or semi anthracite and all occur within pennsylvanian strata
common_voice_en_18722379.wav,many of these are of yiddish or jewish origin
common_voice_en_18785172.wav,the interchange at main reef road was removed
common_voice_en_18785247.wav,firstly the town was called rykiv and only latter it was renamed to kosiv
common_voice_en_18785404.wav,radmanovich is a graduate of pepperdine university
common_voice_en_18785423.wav,the newspaper has never missed an issue since
common_voice_en_18785432.wav,it typically has several main stems
common_voice_en_18785463.wav,the unincorporated communities of brodtville and wyalusing are located in the town
common_voice_en_18785473.wav,he also came on the following week against bolton wanderers
common_voice_en_18668209.wav,the back of a book has a blurb section
common_voice_en_18670463.wav,they moved frequently from one cheap flat to another
common_voice_en_18550036.wav,would you like to customize your device
common_voice_en_18577856.wav,‘one indeed!’ said the dormouse indignantly
common_voice_en_573865.wav,a man is sitting in a chair at a table surrounded by a bunch of people
common_voice_en_18697890.wav,her commentary has also appeared on the guardiancouk website
common_voice_en_18698093.wav,key: p–games played w–games won d–games drawn; l–games lost %–win percentage
common_voice_en_18767501.wavm,the chief historian is prof dina porat
common_voice_en_18709170.wav,undergraduate and graduate admission to colmex is very selective
common_voice_en_18712136.wav,the area immediately south and west of st lambert was covered with german dead
common_voice_en_18712375.wav,hu is now a san francisco based venture capitalist with walden international investment group
common_voice_en_18717937.wav,the figure of kathleen ni houlihan has also been invoked in nationalist irish politics
common_voice_en_18738491.wav,she was born candice mcclure in durban south africa
common_voice_en_18738593.wav,she was cremated at streatham park cemetery
common_voice_en_18738686.wav,south cariboo regional airport is the regional facility for the south cariboo
common_voice_en_18750846.wav,he was appointed master of the horse
common_voice_en_18750902.wav,however he never assumed the title
common_voice_en_18756657.wav,witchcraft and non mainstream esoteric study were prohibited and targeted by the inquisition
common_voice_en_18756680.wav,he also represented the yugoslavian national basketball team internationally
common_voice_en_18756706.wav,during the pleistocene toxodon was the largest common notoungulate
common_voice_en_18756738.wav,albert went on to join x pac and justin credible in their own stable x factor
common_voice_en_492213.wav,christian groups protest exxxotica
common_voice_en_18801912.wav,hillesheim's outlying stadtteile are niederbettingen and bolsdorf
common_voice_en_18779905.wav,he is the brother of dan troy and tevi david troy
common_voice_en_18779981.wav,neon lights of many colors glow from behind the framed painted mosaics
common_voice_en_18780013.wav,note: repealed titles have been omitted
common_voice_en_18780164.wav,spectacular launches were a feature of later test flights
common_voice_en_18782079.wav,the highest mountain is didi abuli at an elevation of above sea level
common_voice_en_18782106.wav,greyhound was then retired
common_voice_en_18867749.wav,ak sar ben is nebraska spelled backwards
common_voice_en_18867815.wav,radical scavengers proved a viable method of measuring production of hydroxyl radical
common_voice_en_18883253.wav,paranormal researcher john zaffis told hawes that he was becoming sensitive to paranormal phenomena
common_voice_en_18350792.wav,your services are appreciated
common_voice_en_18586876.wav,no my lady i've seen him!
common_voice_en_18594344.wav,you are hot in here!
common_voice_en_18586900.wav,‘we’d better take it with us’ the knight said
common_voice_en_18600108.wav,it was a thing to look at
common_voice_en_18605170.wav,i now froze and the face became hard and set
common_voice_en_18637100.wav,only if you are fine and big enough to consent
common_voice_en_18641761.wav,by jove bertie i don't know how to thank you
common_voice_en_18735362.wav,the base of the building is clad in rosa purino carnelian granite
common_voice_en_18748233.wav,the kars tbilisi baku railway will run along the line through the city
common_voice_en_18854324.wav,she has a pet rock rocco much to elmo's constant dismay
common_voice_en_18854403.wav,hell no we ain't all right!
common_voice_en_18854508.wav, the first application was given to a pune police station
common_voice_en_18868626.wav,the campus is located in the area of pance south of the city
common_voice_en_594203.wav,a light brown puppy wearing a muzzle stands upright against a woman with red nails
common_voice_en_594210.wav,two senior women talk while sitting on a bench
common_voice_en_594242.wav,two people of asian descent sit at a table drinking and smoking cigarettes
common_voice_en_594233.wav,a man in a blue shirt runs under a blue road marker in a race
common_voice_en_594253.wav,a small girl is holding a wiffle ball bat outdoors
common_voice_en_594259.wav,three musical performers do their act
common_voice_en_594276.wav,a fisherman with his friend is setting up his pole
common_voice_en_594274.wav,two children play outside in the yard
common_voice_en_594270.wav,a biker in red rides in the countryside
common_voice_en_594297.wav,a race car driver celebrates with a bottle of champagne
common_voice_en_594303.wav,man in white shirt descends a rock cliff
common_voice_en_594301.wav,the girl is playing along with the images on the big screen
common_voice_en_594306.wav,a child is laying down in a playground while another child observes
common_voice_en_594310.wav,the cowboy kneels down to put the brown strap on his boot
common_voice_en_594317.wav,a boy and a man cross a river on an elephant
common_voice_en_594329.wav,a man in a blue shirt and blue jeans standing behind a subway sign
common_voice_en_594350.wav,one boy pushes another on a swing
common_voice_en_594372.wav,a campsite with tents and picnic tables
common_voice_en_594370.wav,a little boy is playing with a yellow shovel in front of a christmas tree
common_voice_en_594379.wav,a woman carries a backpack and teal jacket
common_voice_en_594380.wav,a young couple play in a fountain
common_voice_en_594385.wav,two boys in uniforms exchanging an item
common_voice_en_594406.wav,two boys in uniform playing a game of field hockey with an adult blowing on a whistle
common_voice_en_594424.wav,a person in a green shirt holding a colorful umbrella
common_voice_en_594435.wav,a man wearing jeans and a gray shirt standing behind a spray painted brick wall
common_voice_en_594450.wav,a group of children are playing near a statue
common_voice_en_594471.wav,a woman points to the inside of a computer as a young girl looks on
common_voice_en_594480.wav,a couple enjoying the night lights together
common_voice_en_594484.wav,a couple of people are sitting on a big staircase
common_voice_en_594498.wav,four women pose for a photograph with a man in a bright yellow suit
common_voice_en_594500.wav,blond child is learning self deference
common_voice_en_594507.wav,three men playing drums bass and piano
common_voice_en_594513.wav,a bicycle repairman shows two men what was wrong with their bike
common_voice_en_594535.wav,three young boys playing outside and posing for a picture
common_voice_en_594542.wav,a woman is weaving something in green
common_voice_en_594554.wav,the dog runs through the water while holding a yellow ring
common_voice_en_594553.wav,two surfers preparing to enter the water for a competition
common_voice_en_594569.wav,a man is looking at a shrub
common_voice_en_594608.wav,two young boys in swim trunks wash a big brown dog
common_voice_en_594602.wav,a man is walking through the courtyard of an old building
common_voice_en_594641.wav,two children are having a sack race
common_voice_en_594662.wav,a person 's hands work on some sort of project
common_voice_en_594672.wav,woman wearing an orange scarf holding a cellphone
common_voice_en_594732.wav,a girl is eating cereal out of a white bowl
common_voice_en_594734.wav,a boy dribbles a soccer ball in a grass field next to a parking lot
common_voice_en_594773.wav,a woman in a yellow shirt eating
common_voice_en_594785.wav,there are two men on a stage with guitars greeting each other
common_voice_en_594778.wav,a young boy performs a backflip off a cliff into the sea
common_voice_en_594805.wav,a donkey is pulling the cart down the road
common_voice_en_594803.wav,a baby taking a bath in a tub
common_voice_en_594807.wav,violinist writing down music with a pencil
common_voice_en_594809.wav,one boy is trying to kiss another in a school lunch room
common_voice_en_594822.wav,a woman cooks a variety of meets on a grill while others stand in the background
common_voice_en_594854.wav,a loan motorcyclist riding a red motorcycle on a racetrack
common_voice_en_594850.wav,children play in the street under a spray of water from a large machine
common_voice_en_594861.wav,a child wearing a red shirt playing
common_voice_en_594863.wav,greyhounds take a corner at a race
common_voice_en_594873.wav,a man with a strange helmet is sitting on top of a blue motorcycle
common_voice_en_594893.wav,guy jumping off a pier into lake
common_voice_en_594877.wav,a young girl in glasses and sweatsuit swings a racket
common_voice_en_594907.wav,a woman delivery truck driver is reaching for a box
common_voice_en_594902.wav,three sisters in matching pink dresses standing on the beach
common_voice_en_594912.wav,a small dog runs to catch a ball
common_voice_en_594916.wav,a bartender making a tray of drinks in champagne flutes
common_voice_en_594921.wav,several people are walking around outside
common_voice_en_594934.wav,a motorcycle rider drives fast around a curve on a track
common_voice_en_594945.wav,a woman is walking past a sign
common_voice_en_594942.wav,a surfer attempts to stand on his board as water splashes up from the sides
common_voice_en_594950.wav,a snowboarder in a red jacket slides down a snowy mountain
common_voice_en_594961.wav,a historiclooking building
common_voice_en_594969.wav,a girl in denim shorts and a tshirt is outside cooking meat on a grill
common_voice_en_594973.wav,students attend a math lecture at university
common_voice_en_594966.wav,the lady is sitting down to a nice chicken dinner
common_voice_en_594985.wav,a man kisses the neck of a woman sitting on his lap
common_voice_en_594977.wav,several children are playing soccer in a field
common_voice_en_594990.wav,a group of people on a dock with a boat on the other side of the dock
common_voice_en_594978.wav,three men in white wait to swing at a ball
common_voice_en_595015.wav,a brown dog runs fast outside on green grass
common_voice_en_595027.wav,a girl is observing some carvings on a stone wall
common_voice_en_595012.wav,an asian couple posing for a picture in a restaurant
common_voice_en_595033.wav,a small black and white dog carrying a red bucket in his mouth
common_voice_en_595037.wav,white cat perched on a stone wall
